,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,avg_vote_10,avg_vote_100,avg_vote_1000,decade
23413,tt0093629,Nightmare 3 - I guerrieri del sogno,A Nightmare on Elm Street 3: Dream Warriors,1987,4/10/1987,"Fantasy, Horror",96,USA,English,Chuck Russell,"Wes Craven, Bruce Wagner",New Line Cinema,"Heather Langenkamp, Craig Wasson, Patricia Arquette, Robert Englund, Ken Sagoes, Rodney Eastman, Jennifer Rubin, Bradley Gregg, Ira Heiden, Laurence Fishburne, Penelope Sudrow, John Saxon, Priscilla Pointer, Clayton Landey, Brooke Bundy",A psychiatrist familiar with knife-wielding dream demon Freddy Krueger helps teens at a mental hospital battle the killer who is invading their dreams.,6.6,68794,"$4,500,000 ","$44,793,222 ","$44,793,222 ",49,354,118,6.6,92.9494,660,1980 - 1990
24113,tt0095742,Nightmare 4 - Il non risveglio,A Nightmare on Elm Street 4: The Dream Master,1988,2/24/1989,Horror,93,USA,English,Renny Harlin,"Wes Craven, William Kotzwinkle",New Line Cinema,"John Beckman, Kisha Brackel, Brooke Bundy, Wanda Bursey, Hope Marie Carlton, Kristen Clayton, Duane Davis, Rodney Eastman, Robert Englund, Richard Garrison, Danny Hassel, Andras Jones, Tuesday Knight, Jeff Levine, Joanna Lipari","Freddy Krueger returns once again to terrorize the dreams of the remaining Dream Warriors, as well as those of a young woman who may be able to defeat him for good.",5.7,48709,"$13,000,000 ","$49,369,899 ","$49,369,899 ",56,299,132,5.7,79.78406,570,1980 - 1990
22105,tt0089686,Nightmare 2 - La rivincita,A Nightmare on Elm Street Part 2: Freddy's Revenge,1985,4/24/1986,Horror,87,USA,English,Jack Sholder,"David Chaskin, Wes Craven",New Line Cinema,"Mark Patton, Kim Myers, Robert Rusler, Clu Gulager, Hope Lange, Marshall Bell, Melinda O. Fee, Tom McFadden, Sydney Walsh, Robert Englund, Edward Blackoff, Christie Clark, Lyman Ward, Donna Bruce, Hart Sprager","A teenage boy is haunted in his dreams by deceased child murderer Freddy Krueger, who is out to possess him in order to continue his reign of terror in the real world.",5.5,59772,"$3,000,000 ","$29,999,213 ","$29,999,213 ",43,372,134,5.5,74.81732,550,1980 - 1990
24795,tt0097981,Nightmare 5 - Il mito,A Nightmare on Elm Street: The Dream Child,1989,8/11/1989,"Fantasy, Horror",89,USA,English,Stephen Hopkins,"Wes Craven, John Skipp",New Line Cinema,"Robert Englund, Lisa Wilcox, Kelly Jo Minter, Danny Hassel, Erika Anderson, Nicholas Mele, Joe Seely, Valorie Armstrong, Burr DeBenning, Clarence Felder, Michael Ashton, Beatrice Boepple, Matt Borlenghi, Noble Craig, E.R. Davies","The pregnant Alice finds Freddy Krueger striking through the sleeping mind of her unborn child, hoping to be reborn into the real world.",5.2,39826,"$6,000,000 ","$22,168,359 ","$22,168,359 ",54,264,108,5.2,75.10207,520,1980 - 1990
76217,tt4937514,A no dentou,A no dentou,2014,3/1/2014,Drama,53,Japan,Japanese,Keiko Tsuruoka,Keiko Tsuruoka,Tokyo University of the Arts,"Suzuna Kinosuta, Mariko Kobayashi, Akaji Maro, Naoya Shimizu, Kaori Takeshita, Kazunari Yanagitani",Can the friendship and bond between two brothers help each other overcome their hardships?,1,342,NA,NA,NA,NA,NA,NA,1,10.90727,100,2010 - 2020
74299,tt4299406,A Noite da Virada,A Noite da Virada,2014,12/18/2014,Comedy,90,Brazil,Portuguese,F·bio MendonÁa,"Nina Crintzs, Cl·udia Jouvin",Downtown Filmes,"Luana Piovani, Marcos Palmeira, J˙lia Rabello, Paulo Tiefenthaler, Jo„o Vicente de Castro, Rodrigo Sant'anna, Luana Martau, Martha Nowill, Taumaturgo Ferreira, Daniel Furlan, Juliano Enrico, Anselmo Vasconcelos, Tony Tornado, Alexandre Frota, KÈfera Buchmann","Tudo o que Ana (J˙lia Rabello) queria era recepcionar uma grande festa de Ano Novo, com muitos amigos, bebida e m˙sica boa. Mas durante o evento, o banheiro torna-se o cen·rio principal, ...",4.5,192,NA,NA,NA,NA,NA,NA,4.5,61.12496,450,2010 - 2020
64957,tt2153364,A Noite do Chupacabras,A Noite do Chupacabras,2011,11/25/2011,"Action, Fantasy, Horror",104,Brazil,Portuguese,Rodrigo Arag„o,Rodrigo Arag„o,F·bulas Negras,"Walderrama Dos Santos, Mayra AlarcÛn, Kika Oliveira, Markus Konk·, Joel Caetano, Ricardo Ara˙jo, Alzir Vaillant, Jorgemar de Oliveira, Eduardo Moraes, Cristian Verardi, Afonso Abreu, Hermann Pidner, Milena ZacchÈ, Petter Baiestorf, Fonzo Squizzo","Death and blood are in the middle of a feud between two families. Something creepy rounds the Silva Farm and makes its victims. The Carvalho Family, stuck to their past and hatred, can't ...",6.1,190,BRL 160000,NA,NA,NA,1,4,6.1,84.22634,610,2010 - 2020
21253,tt0086650,Ai nostri amori,¿ nos amours,1983,3/12/1987,"Drama, Romance",99,France,"French, English",Maurice Pialat,"Arlette Langmann, Maurice Pialat",Les Films du Livradois,"Sandrine Bonnaire, Maurice Pialat, Christophe Odent, Dominique Besnehard, Cyril Collard, Jacques Fieschi, ValÈrie Schlumberger, Evelyne Ker, Pierre Novion, Tsilka Theodorou, Cyr Boitard, Anne-Marie Nivelle, Anne-Sophie MaillÈ, Pierre-Loup Rajot, Jean-Paul Camail",An erratic young woman's family desperately tries to prevent her increasingly erotic ways.,7.3,5230,NA,NA,NA,NA,19,43,7.3,97.74892,730,1980 - 1990
942,tt0021191,La donna e la femmina,A Notorious Affair,1930,5/4/1930,"Drama, Romance",69,USA,English,Lloyd Bacon,"Audrey Carter, Waverly Carter",First National Pictures,"Billie Dove, Basil Rathbone, Kay Francis, Kenneth Thomson, Montagu Love, Philip Strange, Malcolm Waite",A scheming musician seduces a wealthy woman for love and money.,5.3,241,NA,NA,NA,NA,19,7,5.3,72.93592455,530,1930 - 1940
19260,tt0080184,A noi due,¿ nous deux,1979,1/23/1980,Drama,112,"France, Canada",French,Claude Lelouch,Claude Lelouch,Les Films 13,"Catherine Deneuve, Jacques Dutronc, Jacques Villeret, Paul PrÈboist, Bernard Le Coq, Gilberte GÈniat, Jacques Godin, Monique MÈlinand, …mile Genest, Jean-FranÁois RÈmi, Bernard Crombey, Daniel Auteuil, Dominique Bernard, John Boylan, Nathalie Caron","Simon Lacassaine a thief with cultural attachments has just broken out of jail. Through circumstances, he falls in with upmarket hooker Deneuve, also on the constabulary's wanted list, and ...",6.4,394,CAD 4200000,NA,NA,NA,5,2,6.4,88.65199,640,1970 - 1980
1239,tt0022599,A me la libert‡†,¿ nous la libertÈ,1931,10/7/1932,"Comedy, Musical",104,France,French,RenÈ Clair,RenÈ Clair,Films Sonores Tobis,"Henri Marchand, Raymond Cordy, Rolla France, Paul Ollivier, Jacques Shelly, AndrÈ Michaud, Germaine Aussey, LÈon Lorin, William Burke, Vincent Hyspa","Seeking better life, two convicts escape from prison.",7.5,4004,NA,NA,NA,NA,38,46,7.5,106.3322953,750,1930 - 1940
21779,tt0088463,¿ nous les garÁons,¿ nous les garÁons,1985,1/9/1985,Comedy,102,France,French,Michel Lang,Michel Lang,SEDPA,"Sophie Carle, ValÈrie Allain, Franck Dubosc, Jean-NoÎl BroutÈ, Eric Elmosnino, Claire Vernet, Roland Giraud, AmÈlie PrÈvost, Henri Guybet, Amandine Rajau, Blanche Ravalec, Yves Jouffroy, Nathalie Mazeas, …tienne de Balasy, Philippe Victor",Two best friends fall in love with the same boy.,4.4,149,NA,NA,NA,NA,2,2,4.4,57.89679,440,1980 - 1990
17302,tt0073945,A noi le inglesine!,¿ nous les petites Anglaises!,1976,1/7/1976,"Comedy, Romance",90,France,"French, English",Michel Lang,Michel Lang,Les Films Galaxie,"RÈmi Laurent, StÈphane Hillel, VÈronique Delbourg, Sophie Barjac, Julie Neubert, Rynagh O'Grady, AÔna WallÈ, Brigitte Bellac, Michel Melki, BÈatrice Saint-Marc, Marc Chouppart, Pierre Pradinas, FrÈdÈric Pieretti, Eric Deacon, David Morris","After failing their exam, Jean-Pierre and Alain are sent to England. But all they want are girls.",5.3,468,NA,NA,NA,NA,3,NA,5.3,75.66296,530,1970 - 1980
59157,tt1535102,A Novel Romance,A Novel Romance,2011,11/11/2011,"Comedy, Drama, Romance",93,USA,English,Allie Dvorin,Allie Dvorin,M.E.G.A. Films,"Shannon Elizabeth, Steve Guttenberg, Kelly Bishop, Maddie Corman, Jay O. Sanders, Doug E. Doug, Matthew Del Negro, Natalya Rudakova, Milena Govich, Chris Gethard, Jeffrey Ross, Wass Stevens, Kelsey Deanne, James A. Stephens, Adam Kantor","Budding novelist Nate Shepherd, late forties, and the young and beautiful Jenny Sparks, early thirties, meeting in a fancy New York City eatery. Complete strangers who have had a rotten day...",4.7,192,NA,NA,NA,23,1,1,4.7,73.61778,470,2010 - 2020
62935,tt1885344,A Novela das 8,A Novela das 8,2011,3/30/2012,Drama,105,Brazil,Portuguese,Odilon Rocha,Odilon Rocha,Cria Films,"Claudia Ohana, Vanessa Gi·como, Mateus Solano, Alexandre Nero, Otto Jr., Paulo Lontra, Thais M¸ller, Aline Fanju, AndrÈ Ramiro, Camila Amado, Guilherme Duarte, Adriano Garib, Jo„o Sabi·, Lionel Fischer, Gustavo Novaes","Brazil, 1978, a group of people live their lives under the dictatorship, the euphoria of disco fever and the fantasy of """"Dancin' Days"""", a prime time soap, which fictional drama is set on ...",6,124,"$2,000,000 ",NA,"$25,047 ",NA,1,8,6,80.58576,600,2010 - 2020
56419,tt1283542,A Numbers Game,A Numbers Game,2010,4/15/2010,Comedy,76,USA,English,James Van Alden,James Van Alden,Van Alden Pictures,"Madison Walls, Steven Bauer, Ken Howard, Alice L. Walker, Hanna Hall, Sy Richardson, Sara Fletcher, Robert Lewis Stephenson, Jonathan Bray, John A. Graham, Cara Jedell, Shannon Gayle Hurd, Evelyn Edwards, Craig Robert Young, Diana Newton","Neal is a good looking, smooth talking, killer deal closer, who can sell anything to anyone at any time. For Neal, sales is just a numbers game; you can't sell to everyone, but you make enough calls in one day and you will make money. For.",3.7,226,"$1,900,000 ",NA,NA,NA,5,NA,3.7,56.0895,370,2010 - 2020
84244,tt8426182,A Nun's Curse,A Nun's Curse,2020,8/20/2020,Horror,73,USA,NA,Tommy Faircloth,Tommy Faircloth,Horse Creek Productions,"Felissa Rose, Damian Maffei, Erika Edwards, Kristi Ray, Gunner Willis, Michael James Daly, Sean Krumbholz, Ashley-Kae Luker, Jason Vail, Ferlin Luker, Jason Bracht, Michael Baker, Jason Tostevin, Timothy Blair",A group of travelers are forced to seek shelter inside an abandoned jail where a notorious nun named Sister Monday had once been assigned and was suspected of murdering prisoners.,2.7,160,NA,NA,NA,NA,9,19,2.7,36.51503,270,2010 - 2020
26142,tt0102569,A Nymphoid Barbarian in Dinosaur Hell,A Nymphoid Barbarian in Dinosaur Hell,1990,5/17/1990,"Fantasy, Horror, Sci-Fi",82,USA,English,Brett Piper,Brett Piper,Chapter V Enterprises,"Paul Guzzi, Linda Corwin, Alex Pirnie, Mark Deshaies, Al Hodder, Russ Greene, Scott Ferro, Rick Stewart, Ryan Piper, Dusty McNeal, Quinn Piper, Melanie Pirnie, Jeneane Deprizio, Liz Prevett, Penny Townsend","In a post-Armageddon world, a young woman finds herself in a fight for survival against mutant cavemen, dinosaurs and other prehistoric animals.",2.6,1454,"$40,000 ",NA,NA,NA,30,18,2.6,42.39343,260,1990 - 2000
53824,tt1092021,A nyomozÛ,A nyomozÛ,2008,10/2/2008,"Comedy, Crime, Drama",107,"Hungary, Sweden, Ireland","Hungarian, English, French",Attila Gigor,Attila Gigor,Anagram,"Zsolt Anger, Andr·s M·rton BalÛ, PÈter BlaskÛ, Csaba Czene, Kata Farkas, Tam·s Fodor, Istv·n Juh·sz, Zsuzsa J·rÛ, Ilona Kassai, …va Kerekes, RÈka Kiss, Judit Lax, Helga Mandel, J˙lia Nagy, Ferenc Pusztai","Badly needing money for the treatment of his ill mother, pathologist Tibor Malk·v accepts the proposition of a stranger to murder someone he doesn't know a thing about.",7.5,2453,HUF 130000000,NA,"$88,973 ",NA,6,10,7.5,108.4533,750,2000 - 2010
66567,tt2355346,A Oeste do Fim do Mundo,A Oeste do Fim do Mundo,2013,8/15/2013,Drama,102,"Brazil, Argentina","Spanish, Portuguese",Paulo Nascimento,Paulo Nascimento,Accorde Filmes,"CÈsar Troncoso, Fernanda Moro, NÈlson Diniz, Alejandro Fiore, Marcos Verza","An introspective man lives in an old gas station, lost in the immensity of the transcontinental road between Argentina and Chile. One day his peace is shaken with the arrival of Ana.",6.5,200,NA,NA,"$22,619 ",NA,1,NA,6.5,94.45952,650,2010 - 2020
30036,tt0117264,A Ostra e o Vento,A Ostra e o Vento,1997,1/30/1998,"Fantasy, Drama",112,Brazil,Portuguese,Walter Lima Jr.,"Walter Lima Jr., Moacir C. Lopes",Ravina ProduÁ‡µes,"Lima Duarte, Fernando Torres, Leandra Leal, Floriano Peixoto, Castrinho, DÈbora Bloch, Hannah Brauer, Ardu‡≠no Colassanti, Amanda Foster Freire, Ricardo Marecos, Charles Paraventi, Rodrigo Rocha, Marcio Vito",A fantasy/mystery about the disappearance of a lighthouse owner and his daughter.,6.9,399,NA,NA,NA,NA,3,1,6.9,96.76266,690,1990 - 2000
49932,tt0799788,A Outra Margem,A Outra Margem,2007,10/25/2007,Drama,106,Portugal,Portuguese,Lu‡≠s Filipe Rocha,Lu‡≠s Filipe Rocha,Clap Filmes,"Filipe Duarte, Maria d'Aires, Tom·s Almeida, Hor·cio Manuel, Sara GraÁa, Eduardo Silva, Jo„o Pedro Vaz, Pompeu JosÈ, Teresa Faria, Jo„o Tempera, Fernando Santos, Lu‡≠s Viegas, AndrÈ Branco, Francisco Br·s, Paula Sabino","Ricardo is a transvestite. After a failed attempt of suicide, he has to come back to his roots and to relearn how to live with the inspiring help of his sister and, mostly, of his nephew Vasco, who has Down syndrome.",7.1,279,NA,NA,"$69,042 ",NA,1,3,7.1,90.73508,710,2000 - 2010
32461,tt0137148,A Packing Suburbia,A Packing Suburbia,1999,7/18/1999,"Crime, Drama",90,USA,English,Stephen Szklarski,Stephen Szklarski,Suburban Filmworks Inc.,"Thomas Brandise, Mariana Carreno, Robert Alexander, Aesha Waks, Molly Castelloe, Ed Kershen, Jason Jones, James Lawrence, Michael Brown, Yvonne Mead, Christine Nagy, Kevin O'Brien, Eric Reyes, Brooke Lewis Bellas, Carl Low","After an ugly divorce, James Maxwell and his mother are forced to move into a poor suburban neighborhood on Long Island. When the local gang murders his friend Celeste, James takes a handgun to exact his vengeance.",2.4,120,"$40,000 ",NA,NA,NA,4,1,2.4,36.52464,240,1990 - 2000
11209,tt0056325,Due mariti per volta,A Pair of Briefs,1962,3/1/1962,Comedy,90,UK,English,Ralph Thomas,"Nicholas Phipps, Kay Bannerman",The Rank Organisation,"Michael Craig, Mary Peach, Brenda de Banzie, James Robertson Justice, Roland Culver, Liz Fraser, Ron Moody, Jameson Clark, Charles Heslop, Bill Kerr, Nicholas Phipps, Joan Sims, John Standing, Amanda Barrie, Judy Carne","She's new in chambers, and he's a troublemaker. But what *is* the true status of the old lady's wartime marriage, and can the two young legal minds find the answer?",6,122,NA,NA,NA,NA,4,2,6,87.70650918,600,1960 - 1970
132,tt0009475,A Pair of Silk Stockings,A Pair of Silk Stockings,1918,7/20/1918,"Comedy, Romance",60,USA,English,Walter Edwards,"Cyril Harcourt, Edith M. Kennedy",Select Pictures Corporation,"Constance Talmadge, Harrison Ford, Wanda Hawley, Vera Doria, Florence Carpenter, Thomas Persse, Louis Willoughby, Helen Haskell, Larry Steers, Robert Gordon, Sylvia Ashton",A Pair of Silk Stockings is a 1918 American silent marital comedy film starring Constance Talmadge and Harrison Ford. It was directed by Walter Edwards and produced and distributed by ...,4.4,484,NA,NA,NA,NA,4,NA,4.4,64.09284768,440,1910 - 1920
40732,tt0293484,A Paix„o de Jacobina,A Paix„o de Jacobina,2002,9/27/2002,Drama,103,Brazil,Portuguese,F·bio Barreto,"Leopoldo Serran, Luiz AntÙnio de Assis Brasil",Filmes do Equador,"Let‡≠cia Spiller, Thiago Lacerda, Alexandre Paternost, Antonio Calloni, Caco Ciocler, Leon Goes, Talita Castro, Felipe Kannenberg, Felipe Camargo, Werner Sch¸nemann, Thereza Mascarenhas, JosÈ Vitor Castiel, Evandro Soldatelli, J˙lio Conte, AntÙnio Carlos Falc„o","In the 1870s, Jacobina, daughter of German immigrants to southern Brazil, starts to break with both the Catholic and Lutheran churches to preach body healing through soul cleansing. After ...",3.9,142,NA,NA,"$112,442 ",NA,4,NA,3.9,50.96609,390,2000 - 2010
13232,tt0062164,I ragazzi della via Paal,A P·l utcai fi˙k,1968,4/3/1969,Drama,110,"Hungary, USA",Hungarian,Zolt·n F·bri,"Endre Bohem, Zolt·n F·bri",Groskopf,"Mari Tˆrˆcsik, S·ndor PÈcsi, L·szlÛ Koz·k, Anthony Kemp, William Burleigh, John Moulder-Brown, Robert Efford, Mark Colleano, Gary O'Brien, Martin Beaumont, Paul Bartleft, Earl Younger, Gyˆrgy Vizi, Julien Holdaway, PÈter Delm·r","In Budapest, two rival gangs of young boys lay claim to a vacant lot. The hostilities escalate yet never quite boil over into actual violence. Just when things do get out of hand, however, ...",7.9,2474,NA,NA,NA,NA,9,5,7.9,111.2032187,790,1960 - 1970
40378,tt0287625,A Partilha,A Partilha,2001,6/8/2001,"Comedy, Drama",96,Brazil,Portuguese,Daniel Filho,"Jo„o Emanuel Carneiro, Miguel Falabella",Globo Filmes,"GlÛria Pires, Andrea Beltr„o, L‡≠lia Cabral, Paloma Duarte, Herson Capri, Marcello Antony, Cassiano Carneiro, Dennis Carvalho, Francisco Cuoco, Carla Daniel, Cininha de Paula, Deborah Evelyn, Miguel Falabella, Thiago Fragoso, Lui Mendes","After the death of their mother, four sisters gather to divide their inheritance, and bring back several family troubles.",6.5,726,NA,NA,NA,NA,6,NA,6.5,84.56612,650,2000 - 2010
62175,tt1810520,¿ pas de loup,¿ pas de loup,2011,4/11/2012,Family,77,"Belgium, France",French,Olivier Ringer,"Olivier Ringer, Yves Ringer",Ring Prod,Wynona Ringer,"In a world and in a time not so faraway lived a little girl who had the feeling to be invisible in her parents eyes. To be sure, she decided to disappear.",6.5,113,NA,NA,NA,NA,3,10,6.5,90.80315,650,2010 - 2020
21601,tt0087892,Passaggio in India,A Passage to India,1984,9/1/1985,"Adventure, Drama, History",164,"UK, USA","English, Hindi",David Lean,"E.M. Forster, E.M. Forster",EMI Films,"Judy Davis, Victor Banerjee, Peggy Ashcroft, James Fox, Alec Guinness, Nigel Havers, Richard Wilson, Antonia Pemberton, Michael Culver, Art Malik, Saeed Jaffrey, Clive Swift, Ann Firbank, Roshan Seth, Sandra Hotz","Cultural mistrust and false accusations doom a friendship in British colonial India between an Indian doctor, an Englishwoman engaged to marry a city magistrate, and an English educator.",7.3,16653,"$16,000,000 ","$27,187,653 ","$27,201,244 ",78,106,49,7.3,99.99184,730,1980 - 1990
44384,tt0381483,A Passagem da Noite,A Passagem da Noite,2003,5/30/2003,Drama,95,Portugal,Portuguese,Lu‡≠s Filipe Rocha,Lu‡≠s Filipe Rocha,Madragoa Filmes,"Leonor Seixas, Jo„o Ricardo, Jo„o Pedro Vaz, Maria Jo„o Falc„o, Cristov„o Campos, Maria d'Aires, Pompeu JosÈ, Maria Rueff, Luisa Salgueiro, Cec‡≠lia Guimar„es, Fernando Heitor, Paula Pedregal, Ana Bustorff, John Jesus Rom„o, Lu‡≠s Areias","Mariana is a 17 year old girl, who, after being raped by drug addict, finds out she's pregnant and, in her path, discovers how difficult it can be entering adulthood.",7,216,NA,NA,NA,NA,1,NA,7,96.07871,700,2000 - 2010
28340,tt0110791,Le regole dell'omicidio,A Passion to Kill,1994,11/4/1994,"Drama, Mystery, Thriller",95,USA,English,Rick King,William Delligan,Rysher Entertainment,"Scott Bakula, Chelsea Field, Sheila Kelley, John Getz, Rex Smith, France Nuyen, Eddie Velez, Michael Warren, Michael Cavanaugh, Salvator Xuereb, Trent Dolan, Heath Kizzier, Robert Uher, Kimiko Gelman",A psychiatrist (Bakula) gets involved with his best friend's wife (Field) who may be a murderer.,4.6,224,NA,NA,NA,NA,7,1,4.6,65.85899,460,1990 - 2000
65134,tt2181282,A Patch of Fog,A Patch of Fog,2015,1/24/2017,Thriller,92,UK,English,Michael Lennox,"John Cairns, Michael McCartney",Jones Company,"Stephen Graham, Conleth Hill, Lara Pulver, Arsher Ali, Stuart Graham, Ian McElhinney, Frank Cannon, Tara Cush, James Edlin, Karen Hassan, Paul Kennedy, Louise Mathews, Derek Mayne, Naseen Morgan, Andrew Porter",A security guard catches a famous writer/television host shoplifting and blackmails him into becoming friends.,6.4,1200,NA,NA,NA,NA,23,29,6.4,88.03214,640,2010 - 2020
84714,tt8778658,A Patient Man,A Patient Man,2019,1/17/2020,"Crime, Drama, Thriller",93,USA,English,Kevin Ward,Kevin Ward,NA,"Harvey J. Alperin, Oscar O. Bejarano, John Crickellas, Tate Ellington, David Jahn, Elaine Loh, Jonathan Mangum, Sheilah Morrison, Rob Nelson, Daniel Olson, William Pappas, Ryan Scharoun, Kelsey Scott, Justin Skinner, Amir Talai","In the aftermath of a terrible car accident, a man tries to make sense of his life and seeks revenge for what his has lost.",4.9,168,NA,NA,NA,NA,1,1,4.9,68.33146,490,2010 - 2020
74562,tt4400174,Appena apro gli occhi - Canto per la libert‡†,¿ Peine J'ouvre les Yeux,2015,4/28/2016,"Drama, Music",102,"Tunisia, France, Belgium, United Arab Emirates, Switzerland","Arabic, French",Leyla Bouzid,"Leyla Bouzid, Marie-Sophie Chambon",Blue Monday Productions,"Baya Medhaffar, Ghalia Benali, Montassar Ayari, Lassaad Jamoussi, Aymen Omrani, Deena Abdelwahed, Youssef Soltana, Marwen Soltana, Najoua Mathouthi, Younes Ferhi, Fethi Akkari, Salwa Mohamed Ali, Kais Klaia, Touafik Hammami, Wajdi Cherif","A few months before the revolution in Tunisia, 18 year-old Farah has a passion for life and sings in a political rock band. Her mother, knowing the dangers of Tunisia, wants her to pursue a career as a doctor.",6.8,1219,NA,"$30,989 ","$50,721 ",74,3,45,6.8,93.69421,680,2010 - 2020
16707,tt0071981,A Pendragon legenda,A Pendragon legenda,1974,9/12/1974,"Adventure, Comedy, Crime",98,Hungary,Hungarian,Gyˆrgy RÈvÈsz,"Gyˆrgy RÈvÈsz, Antal Szerb",Mafilm,"Zolt·n Latinovits, Iv·n Darvas, Teri Tordai, Marianna MoÛr, BÈla Tim·r, Judit Hal·sz, Ferenc K·llai, Istv·n Bujtor, Tam·s Major, NÛra T·bori, Ila Sch¸tz, Cec‡≠lia Eszterg·lyos, L·szlÛ Koz·k, Erzsi Simor, M·rta BakÛ","A Hungarian scholar enters a strange world of animal experimentation and murder, after he is invited to visit Pendragon Castle, belonging to an eccentric reclusive earl.",6.1,137,NA,NA,NA,NA,2,NA,6.1,86.09559733,610,1970 - 1980
60527,tt1660302,¿ perdre la raison,¿ perdre la raison,2012,5/30/2012,Drama,111,"Belgium, Luxembourg, France, Switzerland","French, Arabic",Joachim Lafosse,"Matthieu Reynaert, Thomas Bidegain",Versus Production,"…milie Dequenne, Claire Bodson, Niels Arestrup, Tahar Rahim, Jean-Charles Hautera, StÈphane Bissot, Daniel Feis, Baya Belal, Mounia Raoui, Redouane Behache, JoÈ Michels, ElÈa Gillard, Charlie Hoscheck, Lisa Murcia, Gabin Lard","Like millions of other couples, Mounir and Murielle fall in love. Like millions of other couples, Mounir and Murielle have children. But unlike them, they accept to give up their autonomy ...",6.7,2676,NA,"$23,203 ","$700,215 ",79,11,99,6.7,97.41528,670,2010 - 2020
19097,tt0079710,Una coppia perfetta,A Perfect Couple,1979,11/23/1979,"Comedy, Musical, Romance",110,USA,English,Robert Altman,"Robert Altman, Allan F. Nicholls",Lion's Gate Films,"Paul Dooley, Marta Heflin, Titos Vandis, Belita Moreno, Henry Gibson, Dimitra Arliss, Allan F. Nicholls, Ann Ryerson, Poppy Lagos, Dennis Franz, Margery Bond, Mona Golabek, Terry Wills, Susan Blakeman, Melanie Bishop","A repressed, middle-aged divorced U.S. Greek meets a young singer through a dating service and becomes smitten.",5.9,800,"$1,500,000 ",NA,NA,NA,16,24,5.9,75.56772,590,1970 - 1980
48137,tt0469692,A Perfect Day,A Perfect Day,2005,3/1/2006,Drama,88,"France, Lebanon, Germany",Arabic,"Joana Hadjithomas, Khalil Joreige","Joana Hadjithomas, Khalil Joreige",Abbout Productions,"Ziad Saad, Julia Kassar, Alexandra Kahwagi","A day in the life of Malek, a young man who suffers from sleep disorders and is obsessed with thoughts of his ex-girlfriend. Meanwhile, his overprotective mother struggles with the ...",6,190,NA,NA,"$5,491 ",NA,2,8,6,87.56573,600,2000 - 2010
71818,tt3577624,Perfect Day,A Perfect Day,2015,12/10/2015,"Comedy, Drama, War",106,Spain,"English, Serbian, Spanish, French, Bosnian",Fernando LeÛn de Aranoa,"Fernando LeÛn de Aranoa, Diego Farias",Canal+ EspaÒa,"Benicio Del Toro, Tim Robbins, Olga Kurylenko, MÈlanie Thierry, Fedja Stukan, Eldar Residovic, Sergi LÛpez, Nenad Vukelic, Morten Suurballe, Ben Temple, Frank Feys, Ivan Brkic, Antonio Franic, Goran Navojec, Dragica Stojkovic",A group of aid workers work to resolve a crisis in an armed conflict zone.,6.8,20033,NA,"$14,044 ","$4,069,691 ",60,68,126,6.8,91.13265,680,2010 - 2020
62319,tt1823059,A Perfect Ending,A Perfect Ending,2012,6/21/2012,"Drama, Romance",110,USA,English,Nicole Conn,Nicole Conn,Soul Kiss Films,"Barbara Niven, Jessica Clark, John Heard, Morgan Fairchild, Kerry Knuppe, Imelda Corcoran, Mary Jane Wells, Rebecca Staab, Michael Adam Hamilton, Bryan Mordechai Jackson, Gloria Gifford, Marc Crumpton, Lauryn Nicole Hamilton, Cathy DeBuono, Lee Anne Matusek","Rebecca has a very unusual secret, one that not even her best friends know about. The last person on earth she expects to reveal it to is a high priced escort named Paris.",5.7,3742,"$175,000 ",NA,NA,NA,52,3,5.7,86.24041,570,2010 - 2020
44880,tt0391397,A Perfect Fit,A Perfect Fit,2005,4/5/2005,"Crime, Drama, Romance",85,USA,English,Ron Brown,Ron Brown,Primary Process Productions,"Adrian Grenier, Polly Draper, Leila Arcieri, Michele Santopietro, Victoria Rowell, Peter Vack, Jane Brown, Bernice DeLeo, Emma Adele Galvin, Ross A. McIntyre, Hunter Reid, Betsey Brown, Gene Kim, Emily Schweitz, Lair Torrent","A psychological drama about an unstable man, tormented by nightmares, who seeks help from a shrink but is pushed over the edge into increasingly dangerous, psychotic territory by a relationship he is unable to control.",5.2,393,NA,NA,NA,NA,13,5,5.2,68.97824,520,2000 - 2010
51917,tt0971209,A Perfect Getaway - Una perfetta via di fuga,A Perfect Getaway,2009,8/7/2009,"Drama, Mystery, Thriller",98,USA,English,David Twohy,David Twohy,Rogue,"Steve Zahn, Timothy Olyphant, Milla Jovovich, Kiele Sanchez, Marley Shelton, Chris Hemsworth, Anthony Ruivivar, Dale Dickey, Peter Navy Tuiasosopo, Wendy Braun, Jim Cruz, Angela Sun, Leandra Gillis, Amit Yogev, Carlos Alberto Lopez",Two pairs of lovers on a Hawaiian vacation discover that psychopaths are stalking and murdering tourists on the islands.,6.5,66624,"$14,000,000 ","$15,515,460 ","$22,955,544 ",63,254,104,6.5,95.73489,650,2000 - 2010
